id,stop_id,route_number,scheduled_time,actual_time,delay_minutes,status
3030,450014846,6,2026-02-16 13:57:28,2026-02-16 13:58:28,1,on-time
3031,450010713,34,2026-02-21 01:48:45,2026-02-21 01:49:45,1,on-time
3032,450014834,34,2026-02-19 04:45:07,2026-02-19 04:46:07,1,on-time
3033,450012350,33,2026-02-18 09:59:26,2026-02-18 09:59:26,0,on-time
3034,450010254,A1,2026-02-18 23:58:17,2026-02-18 23:59:17,1,on-time
3035,450023999,8,2026-02-19 15:31:57,2026-02-19 15:33:57,2,on-time
3036,450014211,X6,2026-02-17 21:19:11,2026-02-17 21:16:11,-3,early
3037,450010588,50,2026-02-20 12:05:12,2026-02-20 12:04:12,-1,on-time
3038,450010905,50A,2026-02-19 11:31:57,2026-02-19 11:51:57,20,late
3039,450011687,34,2026-02-15 01:49:15,2026-02-15 01:48:15,-1,on-time
3040,450011667,72,2026-02-19 12:07:28,2026-02-19 12:10:28,3,late
3041,450024504,13,2026-02-17 21:22:29,2026-02-17 21:21:29,-1,on-time
3042,450010403,34,2026-02-21 06:46:07,2026-02-21 06:45:07,-1,on-time
3043,450010703,1B,2026-02-21 14:24:19,2026-02-21 14:23:19,-1,on-time
3044,450014519,50A,2026-02-17 14:34:42,2026-02-17 14:30:42,-4,early
3045,450013620,13A,2026-02-14 20:57:31,2026-02-14 20:59:31,2,on-time
3046,450010726,33,2026-02-18 15:14:23,2026-02-18 15:14:23,0,on-time
3047,450012847,42,2026-02-16 00:26:19,2026-02-16 00:25:19,-1,on-time
3048,450011627,A1,2026-02-21 08:32:54,2026-02-21 08:31:54,-1,on-time
3049,450012563,52,2026-02-20 03:15:38,2026-02-20 03:27:38,12,late
3050,450013646,33,2026-02-16 03:22:09,2026-02-16 03:24:09,2,on-time
3051,450011980,51,2026-02-18 00:52:40,2026-02-18 00:54:40,2,on-time
3052,450011296,52,2026-02-19 23:27:36,2026-02-19 23:27:36,0,on-time
3053,450011906,X6,2026-02-15 16:04:47,2026-02-15 16:13:47,9,late
3054,450012547,6,2026-02-15 05:04:03,2026-02-15 05:05:03,1,on-time
3055,450012868,12,2026-02-18 06:58:15,2026-02-18 06:58:15,0,on-time
3056,450011208,1B,2026-02-21 13:49:30,2026-02-21 13:50:30,1,on-time
3057,450013968,72,2026-02-16 01:19:39,2026-02-16 01:18:39,-1,on-time
3058,450010209,50,2026-02-20 13:52:14,2026-02-20 13:52:14,0,on-time
3059,450010202,13,2026-02-20 13:43:50,2026-02-20 13:44:50,1,on-time
3060,450012697,16,2026-02-18 23:35:01,2026-02-18 23:40:01,5,late
3061,450012178,28,2026-02-20 02:37:40,2026-02-20 02:38:40,1,on-time
3062,450019782,13A,2026-02-20 06:26:08,2026-02-20 06:26:08,0,on-time
3063,450010737,13A,2026-02-16 07:02:52,2026-02-16 07:03:52,1,on-time
3064,450016869,1B,2026-02-20 01:05:15,2026-02-20 01:10:15,5,late
3065,450010643,X84,2026-02-16 16:51:01,2026-02-16 16:50:01,-1,on-time
3066,450014207,27,2026-02-19 11:49:54,,,cancelled
3067,450013763,13,2026-02-16 04:42:22,2026-02-16 04:44:22,2,on-time
3068,450010832,13A,2026-02-15 04:19:19,2026-02-15 04:31:19,12,late
3069,450013164,12,2026-02-21 03:01:55,2026-02-21 03:03:55,2,on-time
3070,450011224,12,2026-02-16 09:44:26,2026-02-16 09:53:26,9,late
3071,450011638,33,2026-02-21 01:08:02,2026-02-21 01:07:02,-1,on-time
3072,450012597,50A,2026-02-14 16:42:50,2026-02-14 16:56:50,14,late
3073,450014669,6,2026-02-19 19:37:57,2026-02-19 19:36:57,-1,on-time
3074,450011001,72,2026-02-19 04:00:23,2026-02-19 04:13:23,13,late
3075,450013602,13A,2026-02-15 04:14:44,2026-02-15 04:13:44,-1,on-time
3076,450032253,33,2026-02-16 10:38:03,2026-02-16 10:39:03,1,on-time
3077,450011526,7,2026-02-18 07:06:23,2026-02-18 07:15:23,9,late
3078,450013734,X84,2026-02-15 13:27:13,2026-02-15 13:33:13,6,late
3079,450014376,X84,2026-02-20 14:29:57,2026-02-20 14:35:57,6,late
3080,450013786,27,2026-02-17 00:17:35,2026-02-17 00:19:35,2,on-time
3081,450010724,1B,2026-02-20 23:09:34,2026-02-20 23:09:34,0,on-time
3082,450010253,12,2026-02-17 16:07:24,2026-02-17 16:08:24,1,on-time
3083,450010027,27,2026-02-18 00:41:16,2026-02-18 00:41:16,0,on-time
3084,450011687,13,2026-02-19 13:31:15,2026-02-19 13:32:15,1,on-time
3085,450011033,1B,2026-02-17 12:29:11,2026-02-17 12:42:11,13,late
3086,450012764,42,2026-02-16 22:51:39,2026-02-16 22:51:39,0,on-time
3087,450014865,7,2026-02-14 20:10:47,2026-02-14 20:09:47,-1,on-time
3088,450011901,16,2026-02-15 07:04:24,2026-02-15 07:08:24,4,late
3089,450010082,16,2026-02-17 20:04:39,2026-02-17 20:12:39,8,late
3090,450010735,7,2026-02-16 19:37:21,2026-02-16 19:34:21,-3,early
3091,450012361,1,2026-02-15 07:39:30,2026-02-15 07:41:30,2,on-time
3092,450029753,72,2026-02-19 22:54:14,2026-02-19 22:56:14,2,on-time
3093,450010203,33,2026-02-15 02:26:30,2026-02-15 02:28:30,2,on-time
3094,450023474,52,2026-02-18 20:02:36,2026-02-18 20:10:36,8,late
3095,450028592,27,2026-02-18 07:07:46,2026-02-18 07:07:46,0,on-time
3096,450025623,8,2026-02-15 06:17:02,2026-02-15 06:19:02,2,on-time
3097,450012670,72,2026-02-15 02:35:32,2026-02-15 02:34:32,-1,on-time
3098,450010079,72,2026-02-17 20:32:27,2026-02-17 20:34:27,2,on-time
3099,450011711,16,2026-02-19 11:00:03,2026-02-19 11:02:03,2,on-time
3100,450026939,50,2026-02-15 03:01:31,2026-02-15 03:09:31,8,late
3101,450010255,1,2026-02-18 00:01:50,2026-02-18 00:02:50,1,on-time
3102,450012081,8,2026-02-20 03:44:41,2026-02-20 03:44:41,0,on-time
3103,450012801,51,2026-02-17 01:24:58,2026-02-17 01:36:58,12,late
3104,450018821,42,2026-02-20 05:44:01,2026-02-20 05:46:01,2,on-time
3105,450011435,X6,2026-02-21 06:24:32,2026-02-21 06:25:32,1,on-time
3106,450011522,1,2026-02-15 06:15:36,2026-02-15 06:17:36,2,on-time
3107,450014362,X6,2026-02-17 02:42:31,2026-02-17 02:43:31,1,on-time
3108,450012838,50A,2026-02-18 06:16:08,2026-02-18 06:18:08,2,on-time
3109,450010860,12,2026-02-20 03:33:43,2026-02-20 03:47:43,14,late
3110,450011647,A1,2026-02-18 00:24:11,2026-02-18 00:27:11,3,late
3111,450010309,1,2026-02-15 16:32:37,2026-02-15 16:40:37,8,late
3112,450011091,X6,2026-02-17 18:43:14,2026-02-17 18:51:14,8,late
3113,450029732,42,2026-02-21 14:22:40,2026-02-21 14:24:40,2,on-time
3114,450011955,7,2026-02-20 23:07:01,2026-02-20 23:19:01,12,late
3115,450014434,12,2026-02-15 07:56:21,2026-02-15 07:55:21,-1,on-time
3116,450010158,34,2026-02-14 18:26:07,2026-02-14 18:27:07,1,on-time
3117,450024431,50,2026-02-19 12:32:25,2026-02-19 12:31:25,-1,on-time
3118,450013926,6,2026-02-14 19:49:26,2026-02-14 19:51:26,2,on-time
3119,450027809,27,2026-02-20 02:47:00,2026-02-20 02:49:00,2,on-time
3120,450016868,52,2026-02-20 01:53:36,2026-02-20 02:06:36,13,late
3121,450013222,52,2026-02-17 03:45:37,2026-02-17 03:47:37,2,on-time
3122,450015936,X84,2026-02-15 21:37:03,2026-02-15 21:36:03,-1,on-time
3123,450026530,X6,2026-02-21 05:40:03,2026-02-21 05:41:03,1,on-time
3124,450013132,A1,2026-02-16 05:34:54,2026-02-16 05:42:54,8,late
3125,450010180,7,2026-02-15 18:56:01,2026-02-15 19:41:01,45,late
3126,450010397,13A,2026-02-14 18:27:22,2026-02-14 18:26:22,-1,on-time
3127,450027767,50,2026-02-15 18:00:25,2026-02-15 18:07:25,7,late
3128,450032255,16,2026-02-19 20:29:25,2026-02-19 20:28:25,-1,on-time
3129,450014873,27,2026-02-18 02:30:45,2026-02-18 02:30:45,0,on-time
3130,450028304,52,2026-02-20 16:24:45,2026-02-20 16:26:45,2,on-time
3131,450011016,34,2026-02-16 17:03:40,2026-02-16 17:03:40,0,on-time
3132,450013976,72,2026-02-18 18:11:02,2026-02-18 18:21:02,10,late
3133,450028807,8,2026-02-17 21:25:53,2026-02-17 21:24:53,-1,on-time
3134,450011340,34,2026-02-14 20:51:00,2026-02-14 20:53:00,2,on-time
3135,450029109,27,2026-02-18 05:02:53,2026-02-18 05:09:53,7,late
3136,450012689,51,2026-02-19 11:53:15,2026-02-19 11:55:15,2,on-time
3137,450032100,X84,2026-02-18 23:34:41,2026-02-18 23:35:41,1,on-time
3138,450014518,16,2026-02-19 14:46:53,2026-02-19 15:00:53,14,late
3139,450012863,7,2026-02-18 08:07:00,2026-02-18 08:09:00,2,on-time
3140,450012858,42,2026-02-17 01:29:12,2026-02-17 01:29:12,0,on-time
3141,450010529,72,2026-02-18 14:51:07,2026-02-18 14:52:07,1,on-time
3142,450010761,50A,2026-02-17 12:26:35,2026-02-17 12:40:35,14,late
3143,450014858,13,2026-02-20 15:57:12,2026-02-20 15:56:12,-1,on-time
3144,450014867,72,2026-02-18 23:12:53,2026-02-18 23:54:53,42,late
3145,450013796,51,2026-02-19 00:29:56,2026-02-19 01:01:56,32,late
3146,450011927,6,2026-02-18 21:22:42,2026-02-18 21:23:42,1,on-time
3147,450013767,50,2026-02-15 03:52:05,2026-02-15 03:54:05,2,on-time
3148,450010770,51,2026-02-19 06:41:42,2026-02-19 06:46:42,5,late
3149,450013272,7,2026-02-18 02:10:40,2026-02-18 02:11:40,1,on-time
3150,450013298,27,2026-02-19 10:18:50,2026-02-19 10:17:50,-1,on-time
3151,450010791,72,2026-02-19 08:42:00,2026-02-19 08:43:00,1,on-time
3152,450050107,7,2026-02-18 20:06:21,2026-02-18 20:08:21,2,on-time
3153,450010022,A1,2026-02-15 07:47:24,2026-02-15 07:47:24,0,on-time
3154,450012754,7,2026-02-20 00:04:33,2026-02-20 00:04:33,0,on-time
3155,450013908,34,2026-02-18 10:59:26,2026-02-18 11:05:26,6,late
3156,450026532,16,2026-02-20 18:43:54,2026-02-20 18:45:54,2,on-time
3157,450025468,51,2026-02-17 21:01:07,2026-02-17 21:01:07,0,on-time
3158,450024239,27,2026-02-21 07:51:11,2026-02-21 07:51:11,0,on-time
3159,450013111,16,2026-02-15 01:52:32,2026-02-15 01:53:32,1,on-time
3160,450011519,1B,2026-02-15 15:47:37,2026-02-15 15:47:37,0,on-time
3161,450016899,42,2026-02-20 13:46:24,2026-02-20 13:45:24,-1,on-time
3162,450028797,16,2026-02-15 00:05:14,2026-02-15 00:44:14,39,late
3163,450012094,X84,2026-02-15 10:50:43,2026-02-15 10:50:43,0,on-time
3164,450011566,28,2026-02-18 09:28:35,2026-02-18 09:29:35,1,on-time
3165,450010712,50,2026-02-18 00:30:46,2026-02-18 00:33:46,3,late
3166,450032131,13A,2026-02-18 17:23:17,2026-02-18 17:24:17,1,on-time
3167,450012571,A1,2026-02-21 04:32:22,2026-02-21 04:32:22,0,on-time
3168,450010290,16,2026-02-18 19:24:33,2026-02-18 19:23:33,-1,on-time
3169,450010933,42,2026-02-18 01:29:30,2026-02-18 01:29:30,0,on-time
3170,450027977,27,2026-02-16 19:01:00,2026-02-16 19:08:00,7,late
3171,450012252,13,2026-02-20 07:35:33,2026-02-20 07:35:33,0,on-time
3172,450013996,52,2026-02-17 04:14:21,2026-02-17 04:13:21,-1,on-time
3173,450023825,33,2026-02-17 02:05:34,2026-02-17 02:20:34,15,late
3174,450011878,52,2026-02-18 02:12:16,2026-02-18 02:14:16,2,on-time
3175,450029311,27,2026-02-15 10:54:16,2026-02-15 10:55:16,1,on-time
3176,450011222,X84,2026-02-14 19:00:01,2026-02-14 19:00:01,0,on-time
3177,450010546,28,2026-02-18 22:52:02,2026-02-18 22:51:02,-1,on-time
3178,450012711,A1,2026-02-16 21:47:02,2026-02-16 21:45:02,-2,early
3179,450010415,X6,2026-02-17 09:07:20,2026-02-17 09:19:20,12,late
3180,450023482,52,2026-02-17 04:02:27,2026-02-17 04:39:27,37,late
3181,450011285,42,2026-02-15 14:00:33,2026-02-15 13:59:33,-1,on-time
3182,450024279,1,2026-02-21 11:48:58,2026-02-21 11:47:58,-1,on-time
3183,450023486,72,2026-02-14 19:10:03,,,cancelled
3184,450019798,7,2026-02-20 11:34:08,2026-02-20 11:35:08,1,on-time
3185,450011580,52,2026-02-15 07:14:48,2026-02-15 07:14:48,0,on-time
3186,450012709,1B,2026-02-15 10:30:26,2026-02-15 10:29:26,-1,on-time
3187,450023463,16,2026-02-20 18:45:18,2026-02-20 18:44:18,-1,on-time
3188,450011120,28,2026-02-21 01:50:27,2026-02-21 01:52:27,2,on-time
3189,450028998,13A,2026-02-18 14:28:14,2026-02-18 14:41:14,13,late
3190,450013293,42,2026-02-15 22:44:38,2026-02-15 22:46:38,2,on-time
3191,450012577,33,2026-02-21 10:21:42,2026-02-21 10:22:42,1,on-time
3192,450010080,50A,2026-02-17 03:09:04,2026-02-17 03:08:04,-1,on-time
3193,450012791,27,2026-02-16 05:13:42,2026-02-16 05:13:42,0,on-time
3194,450028478,X84,2026-02-19 05:42:39,2026-02-19 05:45:39,3,late
3195,450011656,12,2026-02-16 22:22:44,2026-02-16 22:24:44,2,on-time
3196,450012301,1B,2026-02-20 22:58:03,2026-02-20 22:53:03,-5,early
3197,450011096,51,2026-02-18 18:12:26,2026-02-18 18:12:26,0,on-time
3198,450012698,1,2026-02-17 14:58:55,2026-02-17 14:54:55,-4,early
3199,450029241,34,2026-02-15 11:58:55,2026-02-15 12:12:55,14,late
3200,450023956,A1,2026-02-21 00:44:29,2026-02-21 00:58:29,14,late
3201,450011670,A1,2026-02-17 10:23:04,2026-02-17 10:28:04,5,late
3202,450010684,A1,2026-02-17 14:59:51,2026-02-17 14:59:51,0,on-time
3203,450010946,13,2026-02-19 07:07:48,2026-02-19 07:04:48,-3,early
3204,450011909,12,2026-02-15 23:20:38,2026-02-15 23:20:38,0,on-time
3205,450012826,13A,2026-02-18 13:08:17,2026-02-18 13:34:17,26,late
3206,450010996,A1,2026-02-21 10:06:34,2026-02-21 10:06:34,0,on-time
3207,450012030,13,2026-02-19 13:56:32,2026-02-19 13:58:32,2,on-time
3208,450014830,28,2026-02-18 19:48:59,2026-02-18 19:48:59,0,on-time
3209,450010367,7,2026-02-21 00:42:21,2026-02-21 00:41:21,-1,on-time
3210,450032201,12,2026-02-14 19:35:01,2026-02-14 19:34:01,-1,on-time
3211,450029274,8,2026-02-15 02:42:48,2026-02-15 02:42:48,0,on-time
3212,450016040,X6,2026-02-16 03:59:17,2026-02-16 03:59:17,0,on-time
3213,450010933,51,2026-02-14 23:15:24,2026-02-14 23:15:24,0,on-time
3214,450029966,1B,2026-02-15 05:07:55,2026-02-15 05:09:55,2,on-time
3215,450011854,12,2026-02-19 06:28:38,2026-02-19 06:43:38,15,late
3216,450010389,13,2026-02-19 09:04:42,2026-02-19 09:04:42,0,on-time
3217,450014490,X6,2026-02-17 17:19:03,2026-02-17 17:21:03,2,on-time
3218,450013936,34,2026-02-17 10:22:54,2026-02-17 10:21:54,-1,on-time
3219,450011699,1,2026-02-21 04:37:21,2026-02-21 04:36:21,-1,on-time
3220,450012640,28,2026-02-19 11:52:11,2026-02-19 11:51:11,-1,on-time
3221,450014817,6,2026-02-18 09:45:19,2026-02-18 10:16:19,31,late
3222,450011655,28,2026-02-17 05:53:10,2026-02-17 05:53:10,0,on-time
3223,450010120,13,2026-02-20 23:10:25,2026-02-20 23:10:25,0,on-time
3224,450012160,51,2026-02-18 14:22:51,2026-02-18 14:22:51,0,on-time
3225,450032208,X6,2026-02-18 14:06:37,2026-02-18 14:08:37,2,on-time
3226,450013192,12,2026-02-15 05:06:24,2026-02-15 05:05:24,-1,on-time
3227,450016886,28,2026-02-16 06:56:45,2026-02-16 06:56:45,0,on-time
3228,450013951,X6,2026-02-20 20:45:49,2026-02-20 20:45:49,0,on-time
3229,450014519,X84,2026-02-17 23:01:42,2026-02-17 23:02:42,1,on-time
3230,450011400,8,2026-02-21 11:03:31,2026-02-21 11:05:31,2,on-time
3231,450010142,13A,2026-02-21 01:04:33,2026-02-21 01:16:33,12,late
3232,450012629,28,2026-02-15 17:31:17,2026-02-15 17:32:17,1,on-time
3233,450012046,28,2026-02-20 19:28:07,2026-02-20 19:28:07,0,on-time
3234,450010994,50A,2026-02-16 20:46:09,2026-02-16 20:48:09,2,on-time
3235,450013266,6,2026-02-19 04:26:37,2026-02-19 04:43:37,17,late
3236,450025312,1B,2026-02-16 00:46:49,2026-02-16 00:47:49,1,on-time
3237,450011216,28,2026-02-16 00:28:44,2026-02-16 01:06:44,38,late
3238,450010952,8,2026-02-19 02:28:14,2026-02-19 02:29:14,1,on-time
3239,450011684,50,2026-02-21 06:10:01,2026-02-21 06:09:01,-1,on-time
3240,450010837,X6,2026-02-16 15:28:00,2026-02-16 15:42:00,14,late
3241,450014865,33,2026-02-16 19:17:41,2026-02-16 19:20:41,3,late
3242,450011604,7,2026-02-18 20:13:51,2026-02-18 20:14:51,1,on-time
3243,450011866,13A,2026-02-21 14:51:43,2026-02-21 14:50:43,-1,on-time
3244,450011577,13,2026-02-15 22:04:00,2026-02-15 22:03:00,-1,on-time
3245,450011016,13A,2026-02-21 14:43:40,2026-02-21 14:42:40,-1,on-time
3246,450028036,27,2026-02-21 14:59:53,,,cancelled
3247,450025312,72,2026-02-18 04:10:42,2026-02-18 04:29:42,19,late
3248,450013165,13A,2026-02-19 08:43:48,2026-02-19 08:44:48,1,on-time
3249,450010107,12,2026-02-20 19:51:04,2026-02-20 19:51:04,0,on-time
3250,450013953,1,2026-02-18 09:51:15,2026-02-18 09:52:15,1,on-time
3251,450030256,72,2026-02-18 16:20:42,2026-02-18 16:20:42,0,on-time
3252,450011163,52,2026-02-21 11:27:49,2026-02-21 11:29:49,2,on-time
3253,450011858,12,2026-02-19 14:03:26,2026-02-19 14:03:26,0,on-time
3254,450013934,12,2026-02-16 14:13:11,2026-02-16 14:15:11,2,on-time
3255,450012018,50A,2026-02-20 16:49:10,2026-02-20 16:48:10,-1,on-time
3256,450011093,52,2026-02-15 03:44:45,2026-02-15 03:46:45,2,on-time
3257,450012724,72,2026-02-15 02:57:51,2026-02-15 03:05:51,8,late
3258,450013799,50,2026-02-20 22:04:11,2026-02-20 22:06:11,2,on-time
3259,450013195,16,2026-02-17 20:14:49,2026-02-17 20:14:49,0,on-time
3260,450010242,50,2026-02-20 20:22:30,2026-02-20 20:21:30,-1,on-time
3261,450011294,1B,2026-02-17 19:44:34,2026-02-17 19:46:34,2,on-time
3262,450010402,50A,2026-02-20 12:38:22,2026-02-20 12:39:22,1,on-time
3263,450013958,51,2026-02-20 09:19:54,2026-02-20 09:18:54,-1,on-time
3264,450010441,51,2026-02-20 09:17:05,2026-02-20 09:18:05,1,on-time
3265,450011101,42,2026-02-15 04:55:29,2026-02-15 04:55:29,0,on-time
3266,450032090,1B,2026-02-17 07:13:15,2026-02-17 07:14:15,1,on-time
3267,450011154,51,2026-02-20 09:33:31,2026-02-20 09:37:31,4,late
3268,450032045,42,2026-02-16 04:46:51,2026-02-16 04:45:51,-1,on-time
3269,450012082,16,2026-02-16 20:37:51,2026-02-16 20:36:51,-1,on-time
3270,450029341,50,2026-02-19 13:27:45,2026-02-19 13:48:45,21,late
3271,450011139,28,2026-02-16 08:24:38,2026-02-16 08:25:38,1,on-time
3272,450012578,42,2026-02-16 04:54:28,2026-02-16 04:51:28,-3,early
3273,450029031,42,2026-02-17 11:33:30,2026-02-17 11:43:30,10,late
3274,450014872,52,2026-02-15 01:09:20,2026-02-15 01:11:20,2,on-time
3275,450029847,13,2026-02-15 22:18:56,2026-02-15 22:18:56,0,on-time
3276,450010861,72,2026-02-18 08:44:14,,,cancelled
3277,450025930,50,2026-02-19 09:27:56,2026-02-19 09:26:56,-1,on-time
3278,450019724,33,2026-02-18 22:59:18,2026-02-18 23:01:18,2,on-time
3279,450014792,A1,2026-02-17 20:35:53,2026-02-17 20:36:53,1,on-time
3280,450010846,1B,2026-02-19 03:34:05,2026-02-19 03:36:05,2,on-time
3281,450010009,8,2026-02-20 00:29:41,2026-02-20 00:29:41,0,on-time
3282,450012498,16,2026-02-20 21:46:40,2026-02-20 21:45:40,-1,on-time
3283,450014802,1,2026-02-21 05:58:28,,,cancelled
3284,450010035,16,2026-02-15 04:38:05,2026-02-15 04:39:05,1,on-time
3285,450012572,51,2026-02-17 12:59:12,2026-02-17 13:01:12,2,on-time
3286,450016883,16,2026-02-18 09:19:34,2026-02-18 09:18:34,-1,on-time
3287,450029245,X6,2026-02-17 17:22:55,2026-02-17 17:22:55,0,on-time
3288,450010887,16,2026-02-20 01:17:24,2026-02-20 01:19:24,2,on-time
3289,450025383,1B,2026-02-17 12:01:18,2026-02-17 12:06:18,5,late
3290,450013660,12,2026-02-15 14:23:09,2026-02-15 14:42:09,19,late
3291,450010108,7,2026-02-17 21:01:09,2026-02-17 21:00:09,-1,on-time
3292,450028923,1B,2026-02-17 02:44:53,2026-02-17 02:45:53,1,on-time
3293,450014505,28,2026-02-19 14:20:34,2026-02-19 14:20:34,0,on-time
3294,450011553,7,2026-02-15 03:55:53,2026-02-15 04:15:53,20,late
3295,450011741,6,2026-02-16 09:46:01,2026-02-16 09:48:01,2,on-time
3296,450026209,27,2026-02-21 11:19:02,2026-02-21 11:18:02,-1,on-time
3297,450029336,8,2026-02-18 15:17:14,2026-02-18 15:17:14,0,on-time
3298,450010887,7,2026-02-17 05:55:11,2026-02-17 06:02:11,7,late
3299,450027313,27,2026-02-18 18:23:02,2026-02-18 18:23:02,0,on-time
3300,450023397,28,2026-02-18 09:14:43,2026-02-18 09:15:43,1,on-time
3301,450032247,28,2026-02-15 10:09:37,2026-02-15 10:08:37,-1,on-time
3302,450012055,6,2026-02-16 10:54:50,2026-02-16 10:55:50,1,on-time
3303,450024743,A1,2026-02-21 03:48:10,2026-02-21 03:48:10,0,on-time
3304,450014454,51,2026-02-18 18:24:04,2026-02-18 18:26:04,2,on-time
3305,450014365,X6,2026-02-15 01:40:02,2026-02-15 01:41:02,1,on-time
3306,450010787,42,2026-02-18 20:17:02,2026-02-18 20:18:02,1,on-time
3307,450013646,1,2026-02-17 12:29:26,2026-02-17 12:30:26,1,on-time
3308,450023950,42,2026-02-16 09:07:41,2026-02-16 09:09:41,2,on-time
3309,450014857,13A,2026-02-20 03:38:53,2026-02-20 03:37:53,-1,on-time
3310,450010184,33,2026-02-17 01:08:22,2026-02-17 01:48:22,40,late
3311,450012863,50,2026-02-15 15:26:01,2026-02-15 15:26:01,0,on-time
3312,450010530,50,2026-02-15 11:29:49,2026-02-15 11:40:49,11,late
3313,450013982,1B,2026-02-19 17:48:06,2026-02-19 18:30:06,42,late
3314,450012633,42,2026-02-19 07:39:22,2026-02-19 07:40:22,1,on-time
3315,450012070,42,2026-02-20 16:36:46,2026-02-20 16:37:46,1,on-time
3316,450011519,33,2026-02-18 06:23:24,2026-02-18 06:34:24,11,late
3317,450011142,72,2026-02-16 00:18:03,2026-02-16 00:18:03,0,on-time
3318,450011711,1B,2026-02-19 00:49:09,2026-02-19 00:51:09,2,on-time
3319,450029976,34,2026-02-17 22:02:59,2026-02-17 22:17:59,15,late
3320,450010316,42,2026-02-19 19:31:05,2026-02-19 19:33:05,2,on-time
3321,450012508,13,2026-02-19 22:29:39,2026-02-19 22:29:39,0,on-time
3322,450011140,13,2026-02-17 10:37:44,2026-02-17 10:44:44,7,late
3323,450023903,51,2026-02-18 05:16:01,2026-02-18 05:16:01,0,on-time
3324,450012890,A1,2026-02-15 08:10:56,2026-02-15 08:12:56,2,on-time
3325,450010657,51,2026-02-21 10:06:47,2026-02-21 10:01:47,-5,early
3326,450032124,X6,2026-02-14 19:02:50,2026-02-14 19:13:50,11,late
3327,450010373,13,2026-02-16 00:19:43,2026-02-16 00:23:43,4,late
3328,450010369,33,2026-02-20 18:01:20,2026-02-20 18:03:20,2,on-time
3329,450012871,13,2026-02-16 13:23:19,2026-02-16 13:25:19,2,on-time
3330,450011346,X6,2026-02-20 12:53:03,2026-02-20 12:54:03,1,on-time
3331,450010258,13,2026-02-15 12:31:36,2026-02-15 12:31:36,0,on-time
3332,450023468,16,2026-02-14 23:03:10,2026-02-14 23:08:10,5,late
3333,450014835,52,2026-02-18 10:44:53,2026-02-18 10:43:53,-1,on-time
3334,450025930,28,2026-02-17 16:04:30,2026-02-17 16:06:30,2,on-time
3335,450010082,16,2026-02-17 13:03:05,2026-02-17 13:14:05,11,late
3336,450011907,13,2026-02-14 22:32:15,2026-02-14 22:33:15,1,on-time
3337,450014372,50,2026-02-16 03:25:07,2026-02-16 03:26:07,1,on-time
3338,450028265,A1,2026-02-19 01:11:58,2026-02-19 01:11:58,0,on-time
3339,450010737,12,2026-02-21 06:25:35,2026-02-21 06:39:35,14,late
3340,450028133,8,2026-02-18 02:22:55,2026-02-18 02:22:55,0,on-time
3341,450012736,42,2026-02-20 12:04:14,2026-02-20 12:03:14,-1,on-time
3342,450010411,1,2026-02-17 03:35:38,2026-02-17 03:36:38,1,on-time
3343,450029800,42,2026-02-21 02:22:25,2026-02-21 02:23:25,1,on-time
3344,450012522,33,2026-02-21 12:53:01,2026-02-21 12:55:01,2,on-time
3345,450024804,8,2026-02-16 23:04:36,2026-02-16 23:03:36,-1,on-time
3346,450013911,52,2026-02-15 04:51:18,2026-02-15 04:51:18,0,on-time
3347,450010194,50A,2026-02-17 04:43:32,2026-02-17 04:44:32,1,on-time
3348,450010689,6,2026-02-18 19:52:57,2026-02-18 20:02:57,10,late
3349,450024145,X84,2026-02-19 18:08:21,2026-02-19 18:11:21,3,late
3350,450011982,42,2026-02-17 23:12:25,2026-02-17 23:13:25,1,on-time
3351,450012118,72,2026-02-19 21:44:59,2026-02-19 21:57:59,13,late
3352,450024147,7,2026-02-15 20:08:55,2026-02-15 20:17:55,9,late
3353,450011734,13A,2026-02-21 04:29:10,2026-02-21 04:35:10,6,late
3354,450014807,1,2026-02-21 03:26:09,2026-02-21 03:43:09,17,late
3355,450010038,28,2026-02-18 21:39:20,2026-02-18 21:41:20,2,on-time
3356,450011216,72,2026-02-19 22:37:53,2026-02-19 22:37:53,0,on-time
3357,450026838,1B,2026-02-19 19:01:50,2026-02-19 19:16:50,15,late
3358,450023977,8,2026-02-19 17:52:21,2026-02-19 17:52:21,0,on-time
3359,450024977,33,2026-02-21 02:55:40,2026-02-21 03:10:40,15,late
3360,450013644,1,2026-02-16 15:33:22,2026-02-16 16:06:22,33,late
3361,450023950,X6,2026-02-17 23:39:58,2026-02-17 23:40:58,1,on-time
3362,450010554,28,2026-02-20 16:18:25,2026-02-20 16:17:25,-1,on-time
3363,450011913,12,2026-02-15 08:05:02,2026-02-15 08:11:02,6,late
3364,450051338,52,2026-02-15 16:55:58,2026-02-15 16:57:58,2,on-time
3365,450024738,34,2026-02-18 05:03:15,2026-02-18 05:05:15,2,on-time
3366,450012008,72,2026-02-14 19:02:25,2026-02-14 19:15:25,13,late
3367,450014819,50,2026-02-16 03:57:59,2026-02-16 03:59:59,2,on-time
3368,450013163,1B,2026-02-21 13:44:05,2026-02-21 13:44:05,0,on-time
3369,450012869,28,2026-02-17 01:17:25,2026-02-17 01:19:25,2,on-time
3370,450011222,52,2026-02-15 03:21:18,2026-02-15 03:20:18,-1,on-time
3371,450011161,50A,2026-02-14 21:41:17,2026-02-14 21:43:17,2,on-time
3372,450010834,8,2026-02-18 11:55:43,2026-02-18 11:56:43,1,on-time
